Unique_Id,Model_Name,Selling_Price,Age_Months,Country_Assembly
587,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10450,46,US
588,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,10500,55,JP
589,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,12950,50,US
590,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9950,55,IN
591,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12900,52,JP
592,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,9950,48,US
593,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,JP
594,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,48,JP
595,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,53,FR
596,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,47,DE
597,TOYOTA Corolla LIFTBACK 1.4 16V VVTI TERRA 4/5-Doors,10950,50,DE
598,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10800,50,FR
599,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,KR
600,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10450,50,UK
601,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10600,51,KR
602,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10450,48,CN
603,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,12950,50,CN
604,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11250,47,JP
605,TOYOTA Corolla 2.0 d HB Diesel 2/3-Doors,7500,50,US
606,TOYOTA Corolla 1.4 VVT-i Terra 2/3-Doors,8950,52,US
607,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6950,58,DE
608,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7900,68,IT
609,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,5950,68,KR
610,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7500,59,IN
611,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7500,62,ES
612,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,65,US
613,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,5751,67,ES
614,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,68,JP
615,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,7950,67,ES
616,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,7750,59,IN
617,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,64,FR
618,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8250,64,IN
619,TOYOTA Corolla 2.0diesel Stationwagen,6250,67,ES
620,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9500,62,IN
621,TOYOTA Corolla 2.0D TERRA LIFTBACK 4/5-Doors,6900,59,UK
622,TOYOTA Corolla 1.6 16V G6 2/3-Doors,8450,64,JP
623,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7350,65,KR
624,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,68,FR
625,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,60,US
626,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,CN
627,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8750,61,KR
628,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,67,CN
629,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,64,JP
630,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,58,FR
631,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,65,DE
632,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,64,US
633,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,60,UK
634,TOYOTA Corolla 2.0D XL Sedan 4/5-Doors,7500,59,DE
635,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,67,JP
636,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9800,67,KR
637,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,66,UK
638,TOYOTA Corolla Sw 20D Linea Terra Stationwagen,8950,62,IN
639,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,68,ES
640,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10500,61,UK
641,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7995,59,JP
642,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,10450,64,IT
643,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,9950,66,ES
644,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,CN
645,TOYOTA Corolla 1.6 VVT-i Linea Terra Comfort 4/5-Doors,8950,68,US
646,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,68,CN
647,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,57,UK
648,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,9950,64,CN
649,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,8600,68,JP
650,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,65,IN
651,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,68,KR
652,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8000,64,US
653,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,58,CN
654,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9450,60,CN
655,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,68,UK
656,TOYOTA Corolla 1.6 G6-R 2/3-Doors,9450,63,KR
657,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,DE
658,TOYOTA Corolla 2.0 D Linea Terra 3d 2/3-Doors,6950,65,CN
659,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,8250,59,JP
660,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9950,67,IT
661,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,8250,59,US
662,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,68,CN
663,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10500,66,JP
664,TOYOTA Corolla 2.0 SDN LINEA TERRA DSL 4/5-Doors,7950,62,JP
665,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9750,65,US
666,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,61,DE
667,TOYOTA Corolla 1.6 Linea Luna 2/3-Doors,9500,68,JP
668,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,IT
669,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,63,JP
670,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,68,JP
671,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,67,JP
672,TOYOTA Corolla 1.6 HB LINEA LUNA AUT 2/3-Doors,9750,64,IN
673,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,58,IN
674,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,5950,59,DE
675,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8500,62,CN
676,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8495,68,JP
677,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9250,67,KR
678,TOYOTA Corolla 1.3 LIN. Terra 2/3-Doors,6900,68,CN
679,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,8950,58,DE
680,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,63,FR
681,TOYOTA Corolla 1.3 16V WAGON LINEA LUNA Stationwagen,9250,63,CN
682,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9895,68,CN
683,TOYOTA Corolla 2.0 LB LINEA TERRA D 4/5-Doors,9950,57,ES
684,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,UK
685,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8750,68,ES
686,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,57,IT
687,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8950,63,IN
688,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,68,IN
689,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,61,UK
690,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,US
691,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,67,US
692,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8950,59,DE
693,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,65,UK
694,TOYOTA Corolla 1.3 Linea Terra sedan Comf. 4/5-Doors,8750,64,CN
695,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,61,US
696,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,61,JP
697,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9900,65,KR
698,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,66,CN
699,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,67,IT
700,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,12250,60,JP
701,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,9250,67,JP
702,TOYOTA Corolla 1.6 HB Linea Luna 2/3-Doors,10250,61,UK
703,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,DE
704,TOYOTA Corolla 1.6-16v Linea Terra 2/3-Doors,7999,65,IT
705,TOYOTA Corolla 1.6 G6R HB 2/3-Doors,9900,66,US
706,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,UK
707,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,65,US
708,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,65,UK
709,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9900,68,UK
710,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,UK
711,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8500,67,DE
712,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,61,UK
713,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9450,65,FR
714,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9900,68,KR
715,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,US
716,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,CN
717,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,ES
718,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,68,IT
719,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8490,62,IN
720,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,8750,60,DE
721,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9750,64,CN
722,TOYOTA Corolla 1.6 Linea Luna Wagon Stationwagen,9950,63,JP
723,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,68,FR
724,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8450,63,IN
725,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,7900,62,ES
726,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,57,CN
727,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,IN
728,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,6900,62,CN
729,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8150,65,FR
730,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10995,59,ES
731,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,JP
732,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9500,59,UK
733,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,68,US
734,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,11500,65,JP
735,TOYOTA Corolla 1.6 Terra HB 2/3-Doors,10450,62,UK
736,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10500,60,DE
737,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9250,68,KR
738,TOYOTA Corolla 1.6 16v Linea Luna Stationwagen,10950,65,IT
739,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,62,IT
740,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,68,US
741,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,62,ES
742,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,67,FR
743,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9800,68,ES
744,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,FR
745,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10450,62,ES
746,TOYOTA Corolla 1.6 4/5-Doors,9750,58,KR
747,TOYOTA Corolla Linea Luna 1.6i 16V 2/3-Doors,8950,61,DE
748,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,65,DE
749,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8450,68,UK
750,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,8250,66,IN
751,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,65,DE
752,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,8950,61,DE
753,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,66,JP
754,TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors,10450,61,JP
755,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,57,UK
756,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,65,IN
757,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,US
758,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,JP
759,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,62,US
760,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,CN
761,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,68,JP
762,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,65,KR
763,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,62,IN
764,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,7950,60,UK
765,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8250,65,CN
766,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,9895,67,IN
767,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9130,67,KR
768,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10950,59,IN
769,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,60,KR
770,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,61,KR
771,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,9500,57,US
772,TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen,10950,59,ES
773,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,CN
774,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,64,IN
775,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,65,FR
776,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9500,61,CN
777,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,ES
778,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,CN
779,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,65,DE
780,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9450,63,FR
781,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,ES
782,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,8950,68,US
783,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8900,66,IN
784,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,61,IT
785,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,67,ES
786,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,59,UK
787,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8990,65,IN
788,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,ES
789,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,62,DE
790,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,67,IT
791,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,DE
792,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8950,65,IT
793,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,UK
794,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9500,66,IN
795,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,US
796,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,7750,68,DE
797,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,63,DE
798,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,11950,60,KR
799,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,62,IT
800,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,11950,60,JP
801,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,IN
802,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,9950,64,IT
803,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,KR
804,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8995,67,CN
805,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,IT
806,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,64,US
807,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,64,IN
808,TOYOTA Corolla 1.3 16V 2/3-Doors,8900,64,KR
809,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,CN
810,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,FR
811,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,67,KR
812,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,63,FR
813,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9450,64,IN
814,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,7950,57,DE
815,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9500,59,KR
816,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,UK
817,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,10950,62,FR
818,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,US
819,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,63,UK
820,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8000,58,ES
821,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,67,ES
822,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,8950,62,CN
823,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10900,60,DE
824,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9450,59,IN
825,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,64,KR
826,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,65,JP
827,TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,10500,67,US
828,TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors,6950,68,FR
829,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,IN
830,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,58,UK
831,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9650,67,ES
832,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,68,US
833,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9250,58,JP
834,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,63,KR
835,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9900,63,CN
836,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10995,63,JP
837,TOYOTA Corolla 1.6 Luna Liftback 4/5-Doors,10500,65,US
838,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,JP
839,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,67,US
840,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,68,US
841,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9750,67,IT
842,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,FR
843,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10500,65,ES
844,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10400,68,IT
845,TOYOTA Corolla 3drs 13i-16V 2/3-Doors,8800,68,KR
846,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10500,61,IT
847,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,62,DE
848,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7800,65,DE
849,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,ES
850,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,63,JP
851,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,FR
852,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA AUT4 4/5-Doors,9950,65,ES
853,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,US
854,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8100,68,UK
855,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,60,FR
856,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7800,64,FR
857,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9000,68,US
858,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,57,US
859,TOYOTA Corolla 1.3-16V Luna 2/3-Doors,8950,62,CN
860,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,68,ES
861,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8500,60,US
862,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7995,62,DE
863,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,KR
864,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9750,63,UK
865,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,10950,65,ES
866,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9750,67,IN
867,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8200,60,DE
868,TOYOTA Corolla LIFTBACK 1.6 Linea Sol 4/5-Doors,8950,68,JP
869,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,66,US
870,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10950,58,IN
871,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9750,66,US
872,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9950,65,FR
873,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA AUT3 2/3-Doors,10450,61,DE
874,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9850,65,FR
875,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,62,CN
876,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10295,67,FR
877,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,68,CN
878,TOYOTA Corolla 1.6i Linea Terra HB 2/3-Doors,8950,65,CN
879,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,IN
880,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,66,US
881,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,JP
882,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,60,FR
