Unique_Id,Manufacturer_Guarantee,BOVAG_Guarantee,Guarantee_Duration_Months,ABS_Brake_System,Airbag_1_Presence,Airbag_2_Presence,Air_Conditioning,Automatic_Air_Conditioning,Board_Computer,CD_Player_Presence,Central_Locking,Powered_Windows,Power_Steering,Radio_Presence,Mist_Lamps,Sport_Model_Presence,Backseat_Divider_Presence,Metallic_Rim_Presence,Radio_Cassette,Parking_Assistant,Tow_Bar_Presence
625,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
626,0,1,3,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1
627,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
628,0,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0
629,0,1,3,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
630,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
631,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
632,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
633,0,1,3,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0
634,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
635,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1
636,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
637,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
638,0,0,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
639,0,1,3,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
640,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
641,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
642,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
643,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
644,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
645,1,0,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
646,1,1,3,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
647,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
648,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
649,1,1,3,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0
650,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
651,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
652,0,0,3,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0
653,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
654,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
655,0,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1
656,0,1,6,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1
657,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
658,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
659,1,1,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
660,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
661,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
662,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
663,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
664,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
665,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
666,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
667,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
668,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0
669,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
670,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
671,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
672,0,1,12,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0
673,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0
674,0,0,3,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
675,0,0,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0
676,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
677,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
678,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
679,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0
680,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
681,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
682,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
683,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
684,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
685,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
686,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
687,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
688,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
689,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
690,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
691,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
692,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0
693,0,0,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
694,0,1,12,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
695,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1
696,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1
697,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
698,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
699,0,1,3,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
700,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
701,0,1,6,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
702,0,1,6,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
703,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
704,0,1,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
705,0,0,6,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
706,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
707,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1
708,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
709,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0
710,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
711,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
712,1,1,3,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
713,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
714,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
715,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
716,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
717,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
718,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
719,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
720,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
721,0,1,3,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0
722,0,0,6,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
723,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1
724,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
725,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
726,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
727,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
728,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
729,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
730,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
731,0,1,3,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
732,0,1,3,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
733,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
734,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1
735,0,0,6,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
736,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0
737,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
738,0,1,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
739,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
740,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
741,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
742,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1
743,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
744,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
745,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1
746,0,1,12,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
747,0,1,3,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
748,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
749,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
750,0,0,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
751,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
752,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
753,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
754,1,1,12,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
755,1,1,3,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
756,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
757,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
758,1,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
759,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
760,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
761,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1
762,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
763,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
764,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
765,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
766,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
767,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
768,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
769,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
770,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
771,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
772,0,0,6,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1
773,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
774,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
775,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
776,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1
777,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
778,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
779,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
780,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0
781,0,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
782,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
783,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
784,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
785,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
786,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
787,0,1,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
788,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
789,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
790,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
791,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
792,0,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
793,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
794,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
795,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
796,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
797,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
798,1,1,3,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1
799,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
800,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
801,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
802,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
803,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
804,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
805,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1
806,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
807,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
808,0,1,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
809,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
810,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
811,0,1,3,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
812,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
813,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
814,1,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
815,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
816,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
817,0,1,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
818,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
819,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
820,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
821,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
822,1,1,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
823,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
824,1,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
825,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
826,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
827,0,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
828,0,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
829,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
830,1,1,3,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
831,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0
832,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
833,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
834,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
835,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
836,1,1,3,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0
837,0,0,6,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
838,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
839,0,1,3,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
840,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
841,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
842,1,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1
843,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
844,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
845,0,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
846,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
847,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
848,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0
849,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
850,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
851,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
852,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
853,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
854,0,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
855,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
856,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
857,0,0,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
858,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
859,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
861,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
862,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
863,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
864,1,1,3,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
865,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
866,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
867,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
868,0,1,6,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
869,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
870,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
871,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
872,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
873,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
874,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
875,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
876,1,1,3,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1
877,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0
878,0,0,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
879,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
880,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
881,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
882,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
883,1,1,3,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
884,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0
885,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
886,1,0,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
887,0,1,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
888,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
889,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
890,0,1,3,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0
891,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
892,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
893,1,1,3,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1
894,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
895,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1
896,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
897,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
898,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0
899,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
900,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
901,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
902,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
903,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
904,0,1,3,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0
905,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1
906,1,1,12,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0
907,0,0,12,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1
908,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
909,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
910,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
911,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
912,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
913,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
914,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
915,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
916,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
917,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
918,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
919,1,1,3,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1
920,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
921,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
922,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
923,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
924,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
925,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
926,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
927,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
928,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
929,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
930,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0
931,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
932,1,1,3,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0
933,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
934,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
935,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
936,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
937,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
